id;catalogNumber;description;gpsLength;gpsWidth;gpsLengthPosition;gpsWidthPosition;indexLevel
16075;11;53B3K;29.0;38.0;N;E;24
13184;11;ZBPWB;29.0;59.0;S;E;24
14943;21;NZNCG;29.0;61.0;S;E;24
17974;92;5BFNB;21.0;70.0;S;W;24
20406;91;LCHI6;21.0;82.0;S;E;24
16334;78;L71LE;21.0;90.0;S;E;24
12198;21;XJA45;25.0;71.0;S;E;24
18392;30;X5S0E;24.0;73.0;S;E;24
16868;83;STZCZ;28.0;73.0;S;E;24
22838;49;HIQHC;28.0;75.0;S;E;24
19915;15;J9MJH;22.0;78.0;S;E;24
19283;42;EJ6LJ;23.0;89.0;S;E;24
23377;87;EWYX2;23.0;91.0;S;E;24
16852;75;VC6VN;24.0;77.0;S;E;24
16830;3;EA47E;25.0;81.0;S;E;24
15861;24;Q8C1R;26.0;79.0;S;E;24
11256;81;1XV3D;28.0;79.0;S;E;24
17094;87;C6THW;27.0;81.0;S;E;24
11602;82;AHAV6;29.0;84.0;S;E;24
14027;28;SH547;25.0;85.0;S;E;24
14356;26;2D55G;25.0;87.0;S;E;24
17483;8;DOBF2;29.0;88.0;S;E;24
22049;98;AM2HJ;29.0;90.0;S;E;24
15856;89;BCSMU;33.0;8.0;S;E;24
15376;56;4CWTR;31.0;10.0;S;E;24
15826;60;ZCN6A;31.0;12.0;S;E;24
15773;0;7KFOZ;33.0;12.0;S;E;24
13423;72;6AS19;38.0;11.0;S;E;24
18138;89;JGDZ3;39.0;5.0;S;E;24
13320;10;ETZGQ;39.0;7.0;S;E;24
20465;4;D7TE2;30.0;18.0;S;E;24
21311;56;X4LK4;30.0;20.0;S;E;24
19348;25;DWLZZ;31.0;14.0;S;W;24
18785;23;OUIXE;30.0;26.0;S;E;24
21636;39;UEUF2;32.0;22.0;S;E;24
22786;31;HDCOI;34.0;17.0;S;E;24
15069;12;07DZZ;34.0;21.0;S;E;24
16317;3;3IIYV;35.0;14.0;S;E;24
15052;27;JIGH7;37.0;15.0;S;E;24
15019;99;I2KLZ;36.0;17.0;S;E;24
18145;83;WMB1D;38.0;19.0;S;E;24
17704;74;SHMHM;40.0;20.0;S;E;24
16341;40;VMAG3;34.0;23.0;N;E;24
21911;29;Q83TX;33.0;25.0;S;E;24
17171;73;CWDYF;38.0;23.0;S;E;24
21057;77;LECTR;37.0;25.0;S;E;24
14450;55;T9DMA;37.0;28.0;S;E;24
18201;5;WMZ6S;40.0;22.0;S;E;24
16757;29;74G1F;41.0;6.0;S;E;24
23855;1;WMHGD;41.0;8.0;S;W;24
14672;17;LURQZ;41.0;26.0;S;E;24
14457;60;EV1QX;42.0;10.0;S;E;24
10660;38;Z7KUH;42.0;14.0;S;E;24
10822;84;VNST4;42.0;18.0;S;E;24
24525;24;KB35K;45.0;8.0;N;E;24
16019;97;EOGX6;48.0;7.0;S;E;24
14563;81;RFHL7;48.0;11.0;S;E;24
11517;88;QRQC7;49.0;7.0;S;E;24
18409;13;8DMVN;43.0;25.0;S;E;24
14849;83;MAZ05;44.0;12.0;S;E;24
15083;31;24EX0;48.0;13.0;S;E;24
10719;29;2B6KV;45.0;19.0;S;E;24
9260;87;T1T9M;46.0;17.0;N;E;24
9928;86;BB84I;47.0;19.0;S;E;24
11887;2;6FC4D;45.0;21.0;S;E;24
10042;27;DDGSR;45.0;25.0;N;E;24
11473;21;XBJMO;47.0;21.0;S;E;24
13439;68;OJANV;49.0;23.0;S;E;24
12974;11;JNWD7;49.0;27.0;S;E;24
15556;63;OSFLY;58.0;5.0;S;E;24
9424;16;RBMC7;52.0;6.0;N;E;24
12419;35;3DUX5;52.0;10.0;S;E;24
13661;38;H6E59;52.0;12.0;S;E;24
11164;4;VEFQ4;56.0;6.0;S;W;24
14977;15;U55CJ;56.0;8.0;S;E;24
14016;60;E5NMV;58.0;7.0;S;E;24
14411;66;FIVZB;56.0;12.0;S;E;24
9763;98;Q0HII;59.0;13.0;S;E;24
10590;43;LYWHB;60.0;9.0;S;E;24
16363;4;CZB49;69.0;5.0;N;E;24
18263;13;NFJU9;73.0;5.0;S;E;24
13526;85;PQH7B;81.0;5.0;S;E;24
12904;59;24L44;64.0;6.0;S;E;24
11285;39;EI942;66.0;6.0;S;E;24
11247;62;59SR2;73.0;7.0;S;E;24
16049;93;0DGQL;62.0;9.0;S;E;24
8360;42;B5PI2;67.0;8.0;S;E;24
12036;39;PGWXM;69.0;9.0;S;E;24
9060;70;WRML9;77.0;6.0;S;E;24
15833;96;80JKV;75.0;8.0;S;E;24
10385;66;DI2T2;80.0;9.0;S;E;24
8076;65;VU6E3;67.0;10.0;S;E;24
7525;67;EOM5T;61.0;12.0;S;E;24
10353;45;D8EYQ;69.0;11.0;S;E;24
7778;34;4690M;71.0;13.0;N;E;24
13139;12;V8TMX;73.0;11.0;S;E;24
9400;82;A7XK6;77.0;10.0;S;W;24
11542;87;IOI2I;78.0;13.0;S;E;24
13910;52;EG19N;80.0;13.0;S;W;24
9590;92;YK7KA;81.0;7.0;N;E;24
11680;37;2ZFJ6;85.0;7.0;S;E;24
10259;88;MCDNZ;84.0;9.0;S;E;24
11352;40;HOJXD;84.0;12.0;S;E;24
12083;80;M29KO;52.0;14.0;S;E;24
16732;95;2EINH;52.0;16.0;S;E;24
13856;55;XHDRQ;55.0;14.0;S;E;24
12892;88;CTNWT;55.0;17.0;S;E;24
14332;61;9DPAE;51.0;20.0;S;W;24
12157;11;ZHSP4;55.0;18.0;S;E;24
15073;73;NESIL;59.0;15.0;S;E;24
7897;22;OYRQB;59.0;17.0;S;E;24
10678;81;ICRPK;65.0;14.0;S;E;24
8283;0;KOTCN;61.0;16.0;S;E;24
7465;20;ZCDM7;72.0;16.0;S;E;24
8094;79;8Y5W2;70.0;17.0;S;E;24
11183;93;X07IH;73.0;14.0;S;E;24
12829;89;ZLIC0;77.0;14.0;S;E;24
10341;7;J6L3E;76.0;16.0;S;E;24
9354;41;V1853;80.0;17.0;S;E;24
14895;32;6DFUN;63.0;18.0;S;E;24
10696;35;5MOH7;65.0;18.0;S;W;24
11322;16;PVK50;76.0;18.0;S;E;24
10613;34;MLJXP;83.0;18.0;S;E;24
18892;67;752G0;84.0;16.0;S;E;24
17646;95;DOAY4;63.0;20.0;S;E;24
13414;67;SJN71;65.0;20.0;N;E;24
14195;68;L9XV9;74.0;20.0;S;E;24
11211;7;DW6FE;80.0;19.0;S;E;24
13208;17;1U337;82.0;20.0;N;E;24
19883;75;K3Z6O;87.0;6.0;S;E;24
13947;76;SS5EN;86.0;10.0;S;E;24
16023;6;BUJO0;90.0;11.0;N;W;24
15108;8;FIE2H;92.0;5.0;S;E;24
13067;75;D2Z2I;94.0;5.0;S;E;24
16946;37;KO0QT;98.0;6.0;N;E;24
13755;83;93K9V;91.0;7.0;S;E;24
11630;54;RZKAC;95.0;11.0;N;W;24
14479;7;N0DX0;96.0;9.0;S;E;24
9140;41;H9I3X;98.0;8.0;S;E;24
11611;50;4E3CZ;88.0;12.0;S;E;24
9204;83;Y0VVI;87.0;18.0;S;E;24
13343;24;DXGL3;88.0;14.0;S;E;24
14217;11;MS2BF;90.0;13.0;S;E;24
14697;36;6I1TS;90.0;15.0;S;E;24
11218;57;QT5N0;93.0;17.0;S;E;24
13437;55;9G5M4;97.0;12.0;S;E;24
15955;74;L57GU;97.0;14.0;N;E;24
12669;88;J5EEK;94.0;15.0;S;E;24
10412;57;Z5CE4;87.0;20.0;S;E;24
10554;47;H1H48;91.0;19.0;N;E;24
13251;15;3F97T;97.0;20.0;S;E;24
18284;96;D7SRQ;99.0;16.0;S;E;24
19975;4;XCTHF;55.0;22.0;S;E;24
12883;17;SAZ7J;59.0;21.0;S;E;24
14163;81;61LCF;58.0;23.0;S;E;24
10694;28;1K7UN;51.0;24.0;S;E;24
11689;50;STVKO;68.0;21.0;S;E;24
9577;81;OLX2T;62.0;24.0;S;E;24
9148;71;ZUT4H;66.0;23.0;S;E;24
9618;32;Y1QAU;68.0;23.0;S;E;24
14315;30;P53VI;55.0;25.0;S;E;24
9416;3;PMJS4;57.0;25.0;S;E;24
16573;79;1GX1H;55.0;27.0;S;E;24
13876;83;S6QCH;62.0;26.0;S;E;24
16015;82;CA2NQ;58.0;27.0;S;E;24
13227;28;RWM0Y;66.0;27.0;S;E;24
11576;59;7QLH4;91.0;21.0;S;E;24
14323;47;L0SIV;74.0;22.0;S;E;24
19968;52;OWZFF;76.0;22.0;S;E;24
12568;60;3ODCF;84.0;22.0;S;E;24
11952;3;FX0QB;72.0;26.0;S;E;24
9161;90;WRTRQ;85.0;24.0;S;E;24
10416;90;C6HD1;87.0;23.0;S;E;24
10177;55;SRQNV;77.0;25.0;S;E;24
10551;81;42CP9;79.0;25.0;S;E;24
8335;44;DCV2R;83.0;26.0;S;E;24
11619;21;5U856;77.0;27.0;S;E;24
13598;1;WHOWO;79.0;27.0;S;E;24
17077;55;P3W0Z;91.0;23.0;S;W;24
16614;58;SU6UU;93.0;22.0;N;E;24
16266;1;HRO4B;95.0;24.0;S;E;24
16924;1;IAWRZ;97.0;24.0;S;E;24
13773;23;VQ50G;94.0;26.0;S;E;24
11111;12;9ELP1;96.0;26.0;S;E;24
8752;43;NLEEO;91.0;27.0;N;E;24
15071;55;MZH3A;41.0;28.0;S;E;24
15467;19;WSOK3;51.0;28.0;S;E;24
14075;94;4370B;62.0;28.0;S;E;24
12814;17;C6HH7;72.0;28.0;S;E;24
17301;99;7NL8H;83.0;28.0;N;E;24
19361;14;Q1IB6;87.0;28.0;S;E;24
18853;93;E6F40;96.0;28.0;S;E;24
18960;18;OR6F2;30.0;30.0;S;E;24
16889;85;QFYPG;43.0;29.0;S;E;24
18817;62;X0LDG;41.0;30.0;N;E;24
14329;85;FC3IW;48.0;30.0;S;E;24
12404;96;PNWEE;52.0;30.0;S;E;24
13713;80;G9FXL;58.0;29.0;N;E;24
18769;99;JCHDH;66.0;29.0;N;E;24
12321;2;OPMCC;37.0;32.0;S;E;24
15793;26;4VJJT;43.0;31.0;S;E;24
15130;45;CKJXK;33.0;33.0;N;E;24
12631;72;O3ZDM;47.0;31.0;S;W;24
13593;44;XDY37;54.0;31.0;S;E;24
10663;59;B4SPN;65.0;31.0;S;W;24
12720;10;PVD6W;52.0;32.0;S;W;24
14767;74;5M5H5;44.0;33.0;S;E;24
13407;74;CX379;46.0;33.0;S;E;24
10956;8;DO5UY;54.0;33.0;S;E;24
19000;78;TO9IG;58.0;33.0;S;E;24
15329;53;WIUP7;62.0;32.0;S;E;24
23980;9;9XQPJ;30.0;43.0;S;E;24
16400;8;PR5HG;30.0;47.0;N;E;24
14830;62;DJIGW;33.0;35.0;S;E;24
16744;38;GUQIN;37.0;34.0;S;E;24
19755;20;MBA4O;33.0;37.0;S;E;24
11666;95;MRS5P;36.0;40.0;S;E;24
13917;27;XKEIL;31.0;41.0;S;E;24
8714;12;CIQWO;32.0;41.0;N;E;24
7566;98;FNUPI;34.0;49.0;N;E;24
8792;3;WYEEF;36.0;48.0;S;E;24
11268;94;F8Q3E;40.0;36.0;S;E;24
11306;80;HWDY7;37.0;38.0;S;W;24
12475;65;PDAAD;40.0;39.0;N;W;24
11397;91;3V1JM;40.0;42.0;S;E;24
10160;85;L4GB8;40.0;46.0;S;E;24
8884;18;MS65Q;40.0;49.0;S;E;24
11140;70;YGY35;30.0;55.0;N;E;24
11243;52;BG32M;30.0;69.0;S;E;24
9583;83;P73ZO;31.0;55.0;S;E;24
9760;73;71WR3;31.0;58.0;S;E;24
11358;39;EMGY1;32.0;66.0;S;E;24
11067;86;3VKVI;32.0;70.0;S;E;24
15904;46;R1PMG;32.0;72.0;S;E;24
11713;76;28XQX;31.0;82.0;S;W;24
12369;66;MOIXF;32.0;80.0;S;E;24
11990;10;MHVG0;33.0;52.0;S;E;24
9961;30;JTH2B;33.0;62.0;S;E;24
10965;82;N7SX1;33.0;64.0;S;E;24
15353;86;8JIUQ;31.0;84.0;N;E;24
18445;26;LB8ER;31.0;88.0;S;E;24
16061;30;N50DH;30.0;90.0;S;E;24
14256;35;2OONP;34.0;91.0;S;E;24
8871;29;CAS0Z;35.0;62.0;N;E;24
7936;71;S65P8;35.0;64.0;S;E;24
14811;91;AN76K;37.0;52.0;S;W;24
9860;55;FCSZ1;37.0;54.0;S;E;24
8450;4;HJBJP;37.0;56.0;S;E;24
8563;70;AI46L;36.0;66.0;S;E;24
12265;3;5MG7O;39.0;51.0;S;E;24
11046;35;O1I0U;39.0;55.0;S;E;24
9261;42;6FA61;40.0;59.0;S;E;24
13020;51;HM4GM;40.0;63.0;S;E;24
17430;59;4PZEW;38.0;67.0;S;E;24
9972;66;ZSZ0E;35.0;75.0;S;E;24
8356;0;SC6B7;36.0;70.0;N;W;24
11683;17;H8L5L;36.0;73.0;S;E;24
14531;60;KKLXN;38.0;69.0;S;E;24
14055;81;D7AVN;39.0;75.0;S;E;24
11028;92;3P5QP;40.0;73.0;S;E;24
7306;44;ZN7UW;35.0;77.0;N;E;24
7909;68;49W65;35.0;81.0;S;E;24
13685;40;96I5B;39.0;77.0;S;E;24
11032;83;LD1G7;39.0;81.0;S;E;24
15488;97;L32M8;35.0;85.0;S;E;24
16093;18;ZREFZ;38.0;86.0;S;E;24
11628;69;TR2G2;35.0;87.0;S;E;24
10261;86;R1RSF;38.0;90.0;S;E;24
13040;38;ZXRI6;39.0;84.0;S;E;24
17816;95;RB1V4;41.0;34.0;S;E;24
11073;44;F4QAJ;52.0;34.0;S;E;24
7737;73;QXQAV;65.0;35.0;S;E;24
12911;30;6G7FB;50.0;36.0;S;E;24
7594;73;AHEF2;62.0;36.0;S;E;24
10774;57;65SI2;44.0;39.0;S;E;24
12795;15;AS5BE;44.0;41.0;S;E;24
21446;62;D1FHO;43.0;45.0;S;E;24
16175;72;DZGTD;43.0;49.0;S;E;24
12638;1;MMQU1;46.0;38.0;N;E;24
15866;19;TLCE7;55.0;39.0;S;E;24
13549;0;02PCC;50.0;40.0;S;E;24
16578;79;BYE0D;57.0;38.0;N;E;24
12865;17;L1411;61.0;38.0;S;E;24
12980;50;QIYNO;61.0;40.0;S;E;24
13688;2;VR2LK;65.0;39.0;S;E;24
15757;87;NAIT7;55.0;41.0;S;E;24
8312;53;TOMJG;48.0;42.0;S;E;24
11405;54;K29ZP;50.0;42.0;S;E;24
6811;41;PFTXW;47.0;46.0;N;E;24
6623;78;H9WD1;51.0;44.0;S;E;24
9531;72;NR0MI;45.0;47.0;S;E;24
13977;84;7ZD0B;53.0;43.0;S;E;24
13897;93;1LXZO;53.0;45.0;N;E;24
15945;63;8HBFO;53.0;47.0;S;E;24
14418;80;EKNHR;47.0;48.0;S;E;24
12935;1;SW44U;51.0;49.0;S;E;24
12234;26;8GTCU;59.0;42.0;S;E;24
11917;24;CUSJQ;59.0;44.0;S;E;24
8452;30;TU8DC;58.0;46.0;N;E;24
10904;52;ZFIYH;61.0;44.0;S;W;24
12861;11;Q4Q39;65.0;41.0;S;E;24
7695;57;X41IA;65.0;43.0;S;E;24
9738;72;0K5SC;62.0;46.0;S;E;24
15031;10;0Z9MS;57.0;48.0;S;E;24
8402;22;RQI1F;64.0;47.0;S;E;24
20304;14;DF7D6;68.0;46.0;S;E;24
8377;80;63NOB;43.0;51.0;N;E;24
13421;66;FXBHN;43.0;55.0;S;E;24
17848;22;5F219;41.0;57.0;S;E;24
16300;79;0N1UU;43.0;57.0;S;E;24
10775;64;0MB6O;42.0;60.0;N;E;24
12088;29;9SXVF;42.0;72.0;S;E;24
12628;49;9WZCG;43.0;72.0;S;E;24
10648;8;MWYAO;41.0;76.0;S;E;24
9326;77;4UEHW;43.0;78.0;N;E;24
13465;79;XQM5M;43.0;80.0;S;E;24
10144;35;N0V75;43.0;84.0;S;E;24
7746;18;ZDMBM;47.0;50.0;S;E;24
10592;19;58UMI;47.0;54.0;N;E;24
17862;9;SDV2I;50.0;53.0;S;E;24
10233;5;SKPGG;48.0;54.0;N;E;24
11466;68;NAP2L;51.0;51.0;S;W;24
13019;10;T462S;54.0;53.0;N;E;24
12507;63;B0YA8;54.0;55.0;S;E;24
13248;56;VF3RZ;57.0;50.0;S;E;24
7535;12;HB9NX;56.0;54.0;S;E;24
9813;55;K9EBC;47.0;58.0;S;E;24
6789;88;7TPPS;50.0;57.0;S;E;24
8828;12;FHLQB;50.0;59.0;S;E;24
6305;75;JKGCP;44.0;64.0;S;E;24
5859;59;7NUHJ;44.0;66.0;S;E;24
5894;10;0WFP7;50.0;61.0;S;E;24
5779;83;3NKTD;44.0;68.0;N;E;24
5557;87;IIPO0;47.0;71.0;N;E;24
5597;21;0APAK;49.0;71.0;S;E;24
7455;41;QJFF0;54.0;60.0;S;E;24
7904;83;HYRQJ;53.0;64.0;S;E;24
7062;35;RP6UP;57.0;62.0;S;E;24
6079;3;AKER2;53.0;68.0;S;E;24
10688;78;G97EY;58.0;58.0;S;E;24
11491;18;OONFX;59.0;61.0;S;W;24
10739;2;5EIXI;60.0;52.0;S;E;24
12866;28;MAX77;62.0;53.0;S;E;24
13458;34;3AQDV;60.0;57.0;S;E;24
10363;20;T50R0;64.0;51.0;S;E;24
8569;77;IEVOY;67.0;54.0;S;E;24
7513;87;PD0KX;65.0;57.0;S;E;24
12279;35;1WB6B;66.0;55.0;S;E;24
11367;53;33F1K;60.0;59.0;N;E;24
7456;82;LBOLD;61.0;65.0;S;E;24
7413;35;YAWTL;61.0;67.0;S;E;24
8060;8;NHIZG;63.0;63.0;S;E;24
7151;54;WC8PT;60.0;73.0;S;E;24
6708;32;7W70F;60.0;75.0;S;W;24
7765;34;H1EYE;61.0;69.0;S;E;24
10800;30;NUFWK;63.0;68.0;S;E;24
14802;47;8OGF3;64.0;72.0;S;E;24
13494;42;J695B;64.0;76.0;S;E;24
11025;58;DMUSG;65.0;70.0;S;E;24
9125;23;U9P2J;66.0;70.0;S;E;24
9824;44;W6N7P;66.0;72.0;S;E;24
12383;0;KBYPO;67.0;58.0;S;E;24
9364;72;MDLUQ;67.0;68.0;N;E;24
11105;4;9NE9S;47.0;77.0;S;E;24
8880;13;UIBJL;45.0;78.0;S;E;24
11270;6;7JYMS;51.0;77.0;S;E;24
11612;99;6ATKT;45.0;81.0;S;E;24
6579;81;13Z8O;50.0;79.0;S;E;24
9777;82;SH49H;50.0;81.0;S;E;24
13901;99;8Q2Y8;56.0;79.0;S;E;24
12985;42;GFLT0;52.0;80.0;S;E;24
11216;45;VPHJ8;44.0;83.0;S;E;24
12813;31;27XMC;48.0;83.0;N;E;24
15966;5;N6PHA;48.0;85.0;S;E;24
13798;53;PXQWZ;54.0;82.0;S;E;24
11556;2;V0PX0;54.0;84.0;S;E;24
12185;38;WP7O4;56.0;83.0;N;E;24
11040;3;HE7RL;56.0;85.0;S;E;24
13013;91;9CNDG;58.0;77.0;N;E;24
10642;46;GUY1L;64.0;78.0;S;E;24
11230;21;A3874;60.0;79.0;S;E;24
7866;42;APO0Q;60.0;81.0;S;E;24
11768;8;4Z89X;60.0;85.0;N;E;24
8817;63;9Q5PW;67.0;81.0;S;E;24
12645;88;U9C3H;67.0;83.0;N;E;24
16288;39;38FLW;42.0;86.0;N;E;24
7220;50;8QJPD;42.0;88.0;S;E;24
8161;95;4A7T4;46.0;89.0;S;E;24
11354;6;306FN;48.0;89.0;S;E;24
7552;85;5KQCW;52.0;88.0;S;E;24
9189;30;GOKYA;59.0;87.0;S;E;24
10274;89;HVUV8;53.0;88.0;S;E;24
12793;9;GK3A6;59.0;90.0;S;E;24
11122;31;P6TJR;46.0;91.0;S;E;24
11948;61;OVIFJ;57.0;91.0;N;E;24
14992;62;CF7E2;63.0;88.0;S;E;24
15801;92;KCYS0;63.0;90.0;S;E;24
24923;94;00RBM;64.0;86.0;S;E;24
12464;69;KZ6U5;67.0;87.0;S;E;24
11305;24;4JSTC;67.0;91.0;S;E;24
16348;54;L29HW;68.0;50.0;S;E;24
17770;32;JMFMU;68.0;52.0;S;E;24
19282;86;PZE6R;68.0;76.0;N;E;24
14727;97;BTJK8;68.0;78.0;S;E;24
14719;25;8LJFR;69.0;31.0;S;E;24
15653;58;KQE6W;69.0;33.0;S;E;24
13941;24;WV6JJ;70.0;29.0;S;E;24
17924;72;0RTO0;81.0;29.0;S;E;24
10649;68;H3ZFB;75.0;31.0;S;E;24
15756;85;N6D70;77.0;31.0;S;E;24
13260;77;BWA9Q;71.0;32.0;S;E;24
13837;95;38RS3;81.0;33.0;S;E;24
20531;93;STG8Y;73.0;34.0;S;E;24
16922;86;KKEO4;73.0;36.0;S;E;24
19093;30;2M926;75.0;35.0;S;E;24
13119;42;TMQJJ;80.0;36.0;S;E;24
14209;90;VE756;69.0;38.0;S;E;24
14729;15;SRRQQ;75.0;37.0;S;E;24
17476;96;Z3O1N;76.0;39.0;S;E;24
14206;36;C02PB;78.0;39.0;S;E;24
15349;63;9WN2G;79.0;37.0;S;E;24
18019;10;GUENB;83.0;30.0;S;E;24
16857;13;LKP99;86.0;33.0;S;E;24
15265;22;2XSHX;90.0;29.0;S;E;24
12288;48;2NL1G;87.0;30.0;S;E;24
14371;46;UDS21;94.0;30.0;N;E;24
11762;30;86ECZ;89.0;31.0;S;E;24
13902;41;UAXQK;94.0;32.0;S;E;24
12940;30;PFJZN;90.0;33.0;S;E;24
12730;46;Y1FVX;82.0;34.0;S;E;24
11715;95;127C7;82.0;36.0;N;E;24
10832;53;QECF7;90.0;35.0;S;E;24
14190;71;43KVQ;94.0;34.0;S;E;24
17946;77;PXMBG;86.0;37.0;S;W;24
13486;9;WIAEL;92.0;36.0;S;E;24
13832;9;DWOYW;84.0;38.0;S;E;24
10112;50;JBM0P;86.0;39.0;S;E;24
17454;90;6YK9N;92.0;38.0;S;E;24
14766;16;F68NN;90.0;39.0;S;E;24
19445;50;JO3P6;97.0;37.0;S;E;24
14370;24;A7ROZ;69.0;44.0;S;E;24
16234;89;PU2DL;72.0;40.0;S;E;24
18323;51;AW8YE;84.0;40.0;S;E;24
13165;13;8NVUN;86.0;41.0;S;E;24
15493;37;XEV3C;90.0;41.0;S;E;24
8989;54;OCH4Z;97.0;41.0;S;E;24
11994;6;X5OQN;72.0;42.0;S;E;24
12441;94;8N76A;72.0;44.0;S;E;24
12855;18;CTAVX;76.0;43.0;S;W;24
10791;26;BE4PY;76.0;45.0;S;E;24
10302;18;MAGG5;82.0;42.0;S;E;24
9009;37;YSMX8;78.0;44.0;N;E;24
8943;19;LRJ4X;87.0;45.0;S;E;24
24009;83;OTWAI;89.0;44.0;S;E;24
13601;95;U6076;76.0;47.0;S;E;24
13874;61;I1LAF;82.0;46.0;S;E;24
9197;16;OOFQO;87.0;47.0;S;E;24
10842;57;QBXBP;93.0;42.0;S;E;24
12691;75;BQTMZ;93.0;44.0;S;E;24
12726;33;MWRHT;93.0;46.0;S;E;24
13640;8;B47OT;95.0;45.0;S;E;24
15575;38;24ORQ;97.0;47.0;S;W;24
13792;73;RN6FJ;80.0;48.0;S;E;24
14656;70;0JW56;81.0;48.0;S;E;24
16150;73;2JGDJ;89.0;48.0;S;E;24
13290;26;C5LRD;85.0;49.0;S;E;24
13254;17;VBEM3;97.0;49.0;N;E;24
22239;7;QYOA9;98.0;33.0;S;E;24
14963;68;CTHC0;98.0;35.0;S;E;24
19687;45;JAFJ1;99.0;49.0;S;E;24
10803;62;5UTL3;71.0;55.0;S;W;24
13753;86;RO1MI;69.0;60.0;S;E;24
12126;55;A5S57;69.0;62.0;S;E;24
11125;98;JRM59;70.0;73.0;S;W;24
11668;30;LH83P;70.0;75.0;S;E;24
9085;18;F9YH6;71.0;57.0;S;E;24
9013;47;5SSQ4;71.0;61.0;N;E;24
9264;69;3V9V9;71.0;63.0;S;E;24
8234;66;THKGY;70.0;79.0;S;E;24
10512;67;ETA0O;71.0;81.0;S;E;24
14702;70;EB2VB;71.0;83.0;S;E;24
11995;1;BYBZ4;71.0;87.0;S;W;24
18618;20;2N0TS;70.0;89.0;S;E;24
11005;63;ZJXG3;72.0;50.0;S;E;24
8538;1;480TV;72.0;52.0;N;E;24
10947;24;WUN20;72.0;65.0;S;E;24
10007;14;K49N6;72.0;69.0;N;E;24
14203;82;L5G8A;75.0;51.0;S;E;24
15905;69;ITYBH;75.0;53.0;S;E;24
17058;0;I08MH;75.0;55.0;S;E;24
8897;37;27KWN;75.0;57.0;S;E;24
14318;88;CU9OM;75.0;61.0;S;E;24
10472;4;MEYJH;74.0;65.0;S;E;24
7360;49;1YUDG;74.0;70.0;S;E;24
7498;73;G58BT;74.0;78.0;S;E;24
8894;39;SBV5O;73.0;82.0;S;E;24
10033;25;GAV7R;75.0;63.0;S;E;24
10857;47;WC256;75.0;74.0;S;E;24
10206;53;Z5RAM;75.0;78.0;S;E;24
13503;17;YXBED;75.0;86.0;S;E;24
16243;12;JQGSQ;76.0;72.0;S;E;24
11573;0;69DPM;77.0;60.0;S;E;24
13172;99;TMIZF;77.0;74.0;S;E;24
9043;11;33WIU;77.0;84.0;S;E;24
12937;89;YBR9Y;76.0;89.0;S;E;24
14797;71;IG3FI;74.0;90.0;S;E;24
24359;36;BVR4Y;81.0;50.0;S;E;24
9721;54;ORFDU;78.0;66.0;S;E;24
12125;86;S52MC;78.0;72.0;S;E;24
15008;21;5PDU1;79.0;52.0;N;E;24
11258;54;JK30T;79.0;54.0;S;E;24
18222;50;3RLPH;79.0;56.0;S;E;24
13149;47;FDB4F;79.0;64.0;S;E;24
13277;11;ZWO2W;79.0;76.0;S;E;24
15537;19;YS03W;80.0;67.0;S;W;24
16620;62;GOWO1;85.0;51.0;S;E;24
12893;98;VAOU7;82.0;59.0;S;E;24
10362;28;RS53A;82.0;63.0;S;E;24
14465;8;CKMOO;82.0;65.0;S;E;24
10087;14;42AU9;83.0;54.0;S;E;24
9585;10;OI1P7;83.0;57.0;S;E;24
10271;78;ZACQU;85.0;53.0;S;W;24
15154;84;D3JDV;85.0;68.0;S;W;24
14050;40;VKEKF;91.0;50.0;S;E;24
8455;88;CQ9CC;90.0;52.0;S;E;24
7474;17;071LG;89.0;54.0;S;E;24
11329;32;KSWVS;93.0;50.0;S;E;24
9658;18;3XCHG;92.0;52.0;S;E;24
11478;1;7ODML;86.0;59.0;S;E;24
7378;89;9YVN1;89.0;56.0;S;E;24
7599;32;VRFPJ;86.0;65.0;S;E;24
7177;69;L380I;88.0;62.0;S;E;24
8863;5;VUA3H;89.0;68.0;S;E;24
7724;59;DZ1PD;92.0;62.0;S;E;24
6937;38;RL89V;90.0;64.0;S;E;24
8949;52;WIQ9M;91.0;67.0;S;E;24
13192;27;PCYDK;92.0;65.0;N;E;24
11688;45;67WQA;82.0;69.0;S;E;24
8643;37;KL7JE;85.0;70.0;S;E;24
9420;54;IBXHO;89.0;70.0;S;E;24
11734;56;PYK9R;82.0;71.0;S;E;24
8381;27;ZRIKB;84.0;71.0;S;E;24
10110;84;08UJN;89.0;72.0;S;E;24
11562;54;ZW6J4;85.0;74.0;N;E;24
7912;50;MJVV3;87.0;76.0;S;E;24
7592;28;L3J99;89.0;76.0;S;E;24
16717;20;WECMK;93.0;71.0;S;E;24
12656;25;5AJOR;93.0;73.0;N;E;24
12683;4;939EM;93.0;75.0;S;E;24
13051;37;6RNZX;81.0;77.0;S;E;24
10219;25;26L63;94.0;55.0;S;E;24
10790;90;WBJ32;96.0;53.0;S;E;24
17441;13;4CKFC;96.0;57.0;N;E;24
15909;76;480HQ;99.0;60.0;S;E;24
15834;14;JK302;97.0;61.0;S;E;24
11900;51;IV03A;94.0;76.0;S;E;24
11376;38;GR9GV;97.0;63.0;S;E;24
12115;12;MJBK6;99.0;64.0;S;E;24
13712;90;YRO7N;95.0;67.0;S;E;24
9335;58;545KL;99.0;66.0;S;W;24
